Enable to add 'Register as Seller' field while registering.,"Activați pentru a adăuga ""Înregistrare Sellers domeniu în timp ce înregistrarea."
Enable Bulk Import/Export,Activează vrac Import / Export
"If disable, no seller will be able to use bulk import/export feature.","Dacă dezactivare, nu vânzătorul va fi capabil de a utiliza funcția de import / export în vrac."
If enable an email will be sent to seller on order for his product.,Dacă activați un e-mail va fi trimis la vânzător la comanda produsului său.
Enable Vacation Mode,Activați modul vacanță
"If disable, no seller will be able to use vacation feature.","Dacă dezactivare, nu vânzătorul va fi capabil de a utiliza funcția de vacanță."
Show Seller Info on Product Page,Arată Informații vânzător pe pagina produsului
Enable/Disable to show/hide seller info on product page.,Activare / Dezactivare pentru a afișa / ascunde multe informații vânzător la pagina produsului.
Enable or Disable Approval of product for the sellers.,Activarea sau dezactivarea Aprobarea produsului pentru vânzătorii.
Default limit for sellers of adding new products before account approval. Blank will be considered as 0.,Limita implicită pentru vânzătorii de adăugarea de noi produse înainte de aprobarea contului. Blank va fi considerat 0.
Enable or Disable Seller review feature. This feature enables the customers to add review for sellers.,Activați sau Dezactivați caracteristica de revizuire Vanzator. Această caracteristică permite clienților pentru a adăuga comentariu pentru vanzatori.
Seller Review Approval Required,Vanzatorul opinie necesară aprobarea
Enable or Disable Approval for seller review. Once the review is approved then only it will be visible to the customers.,"Activarea sau dezactivarea aprobare pentru revizuire vânzător. După revizuirea este aprobat, atunci numai că va fi vizibil pentru clienții."
Enable Seller List,Activați lista bestsellerurilor
Show or Hide Sellers List from customers.,Afișare sau Ascundere Vânzătorii Lista de clienți.
Enable Search Box,Activați Caseta de căutare
Enable or Disbale search box to search seller on seller listing page.,Activați sau caseta de căutare pentru a căuta retrimiterile vânzător la pagina de listare vânzătorului.
Low Stock Configuration,Configurarea Low Stock
Enable Low Stock Notification,Activare notificare scăzut stoc
Enable or Disable Low Stock Notification feature.,Activarea sau dezactivarea caracteristica scăzut de notificare stoc.
Low Inventory Limit,Low Limit Inventar
Enter the limit below that the products are considered low stock.,Introduceți limita sub care produsele sunt considerate stoc redus.
When to Notify,Când se trimit notificări
Choose when to notify the seller regarding the critical inventories.,Alegeți când să notifice vânzătorului cu privire la stocurile critice.
Cron Job,cron Job
On Order Place,La comanda Place
Send Notifications From,Trimite notificările de la
Choose the email from which you want to send the notifications.,Selectați e-mail de la care doriți să trimiteți notificările.
Seller Name,Numele vânzătorului
Select,Selectați
Transaction ID,ID-ul de tranzacție
Transaction Type,tipul tranzacției
Amount,Cantitate
Send Email to Seller,Trimite e-mail Vânzătorului
"Invalid Value, please enter a number greater then zero","Valoare nevalidă, vă rugăm să introduceți un număr mai mare de zero, atunci"
Add New Transaction,Adăugați nouă tranzacție
Posted On: ,Postat pe:
Customer Rating: ,Evaluarea clienților:
Review: ,Revizuire:
Reason for Disapproval: ,Motivul respingerii:
Seller Review Detail,Vanzator Detalii recenzie
Provide Your Reason,Furnizați motivul
We can\'t find products matching the selection.,Putem \ 't găsi produse potrivite selecție.
View Details,Vezi detalii
In stock,In stoc
Out of stock,Stoc epuizat
Learn More,Aflați mai multe
My Sales Dashboard,Tabloul de bord meu de vânzări
Total Revenue,Veniturile totale
Total Orders,Număr total de comen
Total Products Sold,Total produse vândute
Last 7 Days,Ultimele 7 zile
Sales Comparisons,Comparații de vânzări
Orders,Comenzi
Revenue,Venituri
Products Sold,produsele vândute
Discounts,reduceri
Balance Amount Variations,Variații Balanța Suma
Today,Astăzi
Yesterday,Ieri
This Week,Săptămâna aceasta
Last Week,Săptămâna trecută
This Month,Luna aceasta
Last Month,Luna trecuta
This Year,Anul acesta
Last Year,Anul trecut
Last 10 Orders,Ultimele 10 comenzi
View All Orders,Vezi Toate comenzile
Order Number,Numar de ordine
Order Date,Data comandă
Customer Name,Numele clientului
Customer Email,E-mail client
Qty,Cantitate
Status,stare
Order Total,total comandă
click to view order,click pentru a vedea comanda
No Orders Placed Yet,Nu există încă nicio comenzi
Seller Products,Produse Vanzator
Filter Products,Produse de filtrare
Category,Categorie
Sort By,Filtrează după
Name,Nume
SKU,SKU
Price(low to high),Preț (scăzut la ridicat)
Price(high to low),Preț (descrescător)
Products Feedback,produse Feedback
Filter Your Search,Filtru Search
Search,Căutare
Reset,restabili
No Data,Nu există date
Posted on,postat pe
by,de
Rating,evaluare
Summary,rezumat
Review,Revizuire
My Products Catalog,Produsele mele Catalog
New Product,Produs nou
Choose,Alege
Please select atleast one item from list.,Vă rugăm să selectați cel puțin un element din listă.
Select Attribute Set for New Product,Selectați pentru set de atribute produs nou
Attribute Set,set de atribute
Product Type,Tip produs
Choose Bulk Action,Alegeți o acțiune în bloc
Delete,Șterge
Status Update,Actualizarea stării
Close,Închide
Save,Salvați
Save & Continue,Salvați și continuați
Duplicate,Duplicat
Cancel,Anulare
%d characters remaining.,% d caractere rămase.
Please fill required fields with valid information.,Vă rugăm să completați câmpurile obligatorii cu informații valide.
Special price should be less than actual price,Preț special ar trebui să fie mai mic decât prețul real
Past date not allowed,Data trecut nu este permis
Quick simple product creation,crearea de produs simplu rapidă
Create,Crea
Prices,Preturi
Meta Information,Informații Meta
General Information,Informatii generale
Allows your product's visibility on search or catalog page.,Permite vizibilitatea produsului pe pagina de căutare sau un catalog.
Maximum %d characters allowed.,Maximum% d caractere permise.
Date of product from which this product will be marked as new.,Data produs din care acest produs va fi marcat ca fiind noi.
Date of product until which this product will be marked as new.,Data produsului până la care acest produs va fi marcat ca fiind noi.
Category Mapping,Categoria de cartografiere
Associated Products,Produse asociate
Create Simple Product,Creați produs simplu
Quick Create,Crearea rapidă
Id,id-ul
Sku,sku
Product Name,numele produsului
Stock Status,Starea stocului
Select Attribute,Selectarea caracteristicilor
Attribute,Atribut
Price,Preț
Default Qty,Implicit Cantitate
Samples,Probele
Title,Titlu
File,Fişier
Sort Order,Ordinea de sortare
Add New Row,Adăugați rând nou
Links,Link-uri
Links can be purchased separately,Link-uri pot fi achiziționate separat
Max. Downloads,Max. Descărcări
Shareable,Partajabil
Sample,Probă
Unlimited,Nelimitat
Url,Url
Inventory,Inventar
Quantity,Cantitate
Manage Stock,gestionaţi stoc
"On enabling, stock will be managed automatically. For manual stock, select disable","Activând, stocul va fi gestionat în mod automat. Pentru stoc manuală, selectați Dezactivare"
Qty Uses Decimal,Cantitate Folosește Zecimal
Stock Availability,Disponibilitate în stoc
Shipment,Expediere
Ship Bundle Items,Navă Bundle Articole
Separately,Separat
Together,Împreună
Bundle Items Options,Grupați produsele Opțiuni
Add New Option,Adăugați Opțiune nouă
Default Title,Implicit Titlu
Delete Option,ştergeţi opțiunea
Input Type,Tip de introducere
Is Required,Este necesară
Position,Poziţie
Add Selection,Adăugați Selecție
Price Type,Preț Tip
User Defined Qty,Definit de utilizator Cantitate
Default,Mod implicit
Qty to Add,Cant la Adăugați
Add Selected Product(s) to Option,Adauga Produs selectat (e) pentru opțiunea
Images,Imagini
Image,Imagine
Label,Eticheta
Remove,Elimina
File is not supported,Fișierul nu este acceptat
Upload New Image,Încărcați o imagine nouă
".jpeg, .jpg, .png, ,gif",".jpeg, .jpg, .png, gif"
No Image uploaded for this product,Nici o imagine încărcată pentru acest produs
Browse,Naviga
Related Products,produse asemanatoare
This attribute set does not have attributes which we can use for configurable product,Acest set atribut nu are atribute pe care le putem folosi pentru produsul configurabil
Please select one or more attributes.,Vă rugăm să selectați unul sau mai multe atribute.
Sold By,Vandut de
Total %d review(s),revizuire Total% d (s)
View Reviews,Vezi Recenzii
Write Review,Scrie o recenzie
File Size Exceeding the Limit.,Dimensiunea fișierului care depășește limita.
Max Upload Size: 200 KB,Max Încarcă Dimensiune: 200 KB
Max Upload Size: 500 KB,Max Încarcă Dimensiune: 500 KB
This key already assigned to another seller. Please fill another.,Această cheie deja atribuit un alt vânzător. Vă rugăm să completați un alt.
My Seller Profile,Profilul meu Vanzator
View Collection,Vizualizați colecția
View Profile,Vezi profil
General,General
Shop Title,Shop Titlu
Contact Number,Numar de contact
(Image Size: 150 X 150),(Dimensiune imagine: 150 x 150)
Shop Logo,Shop Logo
(Image Size: 1180 X 250),"(Dimensiune imagine: 1,180 X 250)"
Shop Banner,Shop Banner
Shop Address 1,Shop Adresa 1
Shop Address 2,Shop Adresă 2
City,Oraș
Pincode,Cod PIN
State,Stat
Country,Țară
Description,Descriere
Please provide link of your facebook page,Vă rugăm să furnizați link-ul paginii Facebook
Facebook Link (optional),Facebook Link (opțional)
For example:,De exemplu:
or,sau
Please provide link of your google plus profile,"Vă rugăm să furnizați link-ul de Google, plus profilul"
Google Plus Link (optional),Link Google Plus (opțional)
Please provide link of your twitter profile,Vă rugăm să furnizați link-ul de profil Twitter
Twitter Link (optional),Twitter Link (opțional)
Meta Keywords,Cuvinte cheie meta
Meta Description,Descriere Meta
Example: my-selling-store,Exemplu: mi-vânzare-magazin
Page Url Key,Pagina Adresa URL-cheie
Policy,Politică
Return Policy,Politica de returnare
Shipping Policy,Politică de livrare
Payout,Plată
Admin will use the Payout information to make the payment. Only one payment information can be saved at a time.,Admin va utiliza informațiile de plată pentru a efectua plata. Doar o singură informație de plată pot fi salvate la un moment dat.
Select Payment Method,selecteaza metoda de plata
Seller,Vânzător
Register As Seller,Inregistreaza-te ca vânzător
My Reviews,Opinii mele
Customer Review,Clientul opinie
Disapproval Reason,Motivul respingerii
Start Date,Data de început
End Date,Data de încheiere
Your comment to this vacation,Comentariul tău la această vacanță
Invalid format. Use: MM/dd/YYYY,Format invalid. Utilizare: LL / ZZ / AAAA
End date should be greater than start date,Data de încheiere trebuie să fie mai mare decât data de începere
End date should be future date,Data de încheiere trebuie să fie data viitoare
My Vacations History,My Vacante Istoricul
Set New Vacation,Set nou de vacanță
Vacation Interval,Interval de vacanță
Is Active,Este activ
Vacation Halt Status,Stare Halt vacanță
Reason for canceling vacation,Motivul pentru anulare de vacanță
click to view product details,click pentru a vedea detaliile produsului
Sorry! No Product(s) Found.,Ne pare rău! Nici un produs (e) S-au găsit.
Please select a category for your request.,Vă rugăm să selectați o categorie pentru solicitare.
Please provide reason for your request.,Vă rugăm să furnizați motivul pentru solicitare.
Request a New Category,Solicitați o nouă categorie
Choose a Category,Alege o categorie
Select Category,selecteaza categoria
Maximum 500 characters allowed.,Maximum 500 de caractere permise.
Submit Category Request Form,Trimite Categorie Formular de cerere
No categories are available for request.,Nu există categorii sunt disponibile pentru cerere.
Payout Request,Plată cerere
New Payout Request,Solicitare nouă de plată
Request Reason,Cerere Motivul
Submit Payout Request Form,Trimite plată Formular de cerere
Payout Details,Detalii de plată
Requested On,solicitat la
Your Comment For Request,Comentariul dvs. pentru solicitarea
Only 200 characters allowed,Doar 200 de caractere permise
"Only (xls, xlsx) formats are allowed","Numai (xls, xlsx) formate sunt permise"
Toggle navigation,Comutare navigare
My Account,Contul meu
Logout,Deconectare
Account Warning!,Avertisment în cont!
Back To Site,Înapoi la site
Category Request Details,Categoria Detalii solicitare
Category Name,Numele categoriei
Your request is in pending. Please wait for store response.,Cererea dvs. este în așteptare. Vă rugăm să așteptați pentru răspunsul magazin.
This feature is not active into your account.,Această funcție nu este activă în contul dumneavoastră.
To request this feature,Pentru a solicita această funcție
Click,Clic
Here,Aici
Request To Activate Import/Export Feature,Solicitare pentru a activa Import / Export Caracteristică
Comment ,cometariu
Required Field. Maximum 200 characters allowed.,Câmp necesar. Maximum 200 de caractere permise.
Click to send request,Click aici pentru a trimite solicitarea
Your file has some errors. Please import file after resolving errors.,Fișierul are unele erori. Vă rugăm să importați fișierul după rezolvarea erorilor.
Click to download your file with errors,Click aici pentru a descărca fișierul cu erori
Download File with Errors,Descărcare fișiere cu erori
Go Back,Întoarce-te
Please do not go back or refresh page while uploading your products.,Vă rugăm să nu merge înapoi sau să actualizezi pagina în timp ce încărcați produsele.
It may causes errors in your catalog.,Aceasta poate produce erori în catalog.
Download Template,Descărcați șablonul
Select Product Type,Selectați Tip produs
Product Attribute Set,Atribut produs Set
Select Attribute Set,Selectați Set Atribut
Download Template File,Descărcați șablonul de fișier
Please make sure that columns in your file must be matched with template file created for you on the basis of selected attribute.,Asigurați-vă că coloanele din fișierul dvs. trebuie să se potrivească cu fișierul șablon creat pentru tine pe baza atributului selectat.
Import Products,import Produse
Import Action,Import Acțiune
Select Action,Selectare acțiune
"Action will only be performed on the basis of SKU of products. Without sku, product will not be consider for any action.","Acțiunea se va face numai pe baza SKU produselor. Fără sku, produsul nu va fi luat în considerare pentru acțiune."
Upload File,Incarca fisier
"Only (xls, xlsx) file will be accepted","Numai (xls, xlsx) dosar vor fi acceptate"
File must not exceed %s MB,Fișierul nu trebuie să depășească% s MB
Browse File,Navigare fișiere
Validate File,fişier validaţi
File must no exceed %s MB,Dosar nu trebuie să depășească% s MB
Import/Export Instructions,Instrucțiuni Import / Export
Import,Import
Export,Export
Import Instructions,Instrucțiuni de import
"Download Template as per your product type. At a time, only 1 type of products can be import.","Descărcați șablonul ca pentru fiecare tip de produs. La un moment dat, numai un tip de produse pot fi de import."
"If you import more than 1 type of products from one file, then system will be fail or affect your catalog.","Dacă importați mai mult de 1 tip de produse dintr-un fișier, atunci sistemul va fi eșua sau afectează catalogul."
Each template will have '%s' worksheet. Your import file must have this worksheet as it is. Please do not change anything in its content.,Fiecare șablon va avea „% s“ foaie de lucru. Fișierul dvs. de import trebuie să aibă această foaie de lucru așa cum este. Vă rugăm să nu se schimbe nimic în conținutul său.
Each template will have '%s' worksheet. Please provide product data from possible values of corresponding field. If field has possible values.,Fiecare șablon va avea „% s“ foaie de lucru. Vă rugăm să furnizați date de produs de la valori posibile ale câmpului corespunzător. În cazul în care câmpul are valori posibile.
"Only 'xls, xlsx' file having size less than %sMB will be acceptable.","Numai „xls, xlsx“ fișier cu dimensiune mai mică% sMB va fi acceptabil."
If you want to import using exported data then copy the general & image sheet of exported file into general & image sheet of the downloaded template file.,"Dacă doriți să importați utilizând datele exportate apoi copiați imaginea generală și foaia de fișier exportat în general, și imaginea foaie de fișierul șablon descărcat."
"Use (|) to seperate value in multivalue field like category_ids, related_products.","Utilizați (|) pentru a separa valoare în câmpul multivalue ca category_ids, related_products."
Export Instructions,Instrucțiuni de export
Select export type in export section.,Selectați tipul de export în secțiunea de export.
"If the export type is Category, then system will export only assigned categories to you.","În cazul în care tipul de export este categoria, atunci sistemul va exporta categorii numai alocate pentru tine."
"In case of products, select product type and attributes set.","În cazul produselor, selectați tipul de produs și atributele set."
Exported data will be in xls/xlsx format.,Datele exportate vor fi în format / XLSX xls.
Export Type,Tip de export
Select Export Type,Selectați Export Tip
Category Export,Categorie Export
Product Export,Export de produse
Product Status,Stare produs
All,Toate
Disabled,invalid
Enabled,Activat
In Stock,In stoc
Out of Stock,Stoc epuizat
Export Data,Export de date
This process will take few minutes.,Acest proces va dura câteva minute.
Please do not go back or refresh page while exporting your data.,Vă rugăm să nu merge înapoi sau să actualizezi pagina în timp ce datele dumneavoastră.
Your are not eligible to use this feature as your account is either not approved or inactive.,Dvs. nu sunt eligibile pentru a utiliza această funcție ca și contul dvs. fie nu este aprobat sau inactiv.
"Currently, this feature is disabled by store.","În prezent, această funcție este dezactivată în magazin."
You cannot use this feature as required library is missing. Please contact to support.,Nu puteți utiliza această funcție ca bibliotecă necesare lipsesc. Vă rugăm să contactați pentru a sprijini.
Total Sale,Vanzare total
Total Earning,Câștigul salarial total
Transaction Details,Detalii tranzacție
My Earnings,Câștigurile mele
Earnings History,Istoricul câștigurilor
Order Wise Earnings,Comanda înțelepților Câștiguri
Transactions History,Istoric tranzacții
Total Paid,Plata totala
Balance,Echilibru
Quantity to Add,Cantitate pentru a adăuga
Low Stock Notification,Notificarea scăzut stoc
Configuration,configurație
Receive Low Stock Notifications,Primiți scăzut Stoc Notificări
Save Seller Level Configuration,Salvare Vânzător de configurare Nivel
facebook,Facebook
twitter,stare de nervozitate
google,Google
About Seller,Despre Vanzator
Description not available.,Descrierea nu este disponibilă.
Write your thought,Scrie gândul tău
Summary of your review,Sumarul evaluarii tale
Your Thought,Gândul tău
Your Name,Numele dumneavoastră
Rate this seller,Evaluați acest vanzator
Submit Review,Trimite recenzie
Notify Customer by Email,Anunță Clienți prin e-mail
Visible on Storefront,Vizibil pe Vitrină
Submit Comment,Trimite comentariu
Customer,Client
Notified,Notificată
Not Notified,Nu a fost notificat
Please provide comment,Vă rugăm să furnizați un comentariu
Product,Produs
Subtotal,Subtotal
Order Detail,Detaliile comenzii
Click to download invoice.,Click aici pentru a descărca factura.
Download Invoice,Descărcați factura
Click to download shipping slip.,Click aici pentru a descărca alunecare de transport maritim.
Download Shipping Slip,Slip Descărcare Transport
Are you sure you want to send order email to customer?,Sunteți sigur că doriți să trimiteți e-mail pentru a client?
Click to send email to customer,Click aici pentru a trimite e-mail la client
Send Email,Trimite email
Click to create shipment,Click pentru a crea expediere
Ship,Navă
Print,Imprimare
Basic Informations,Informații de bază
Order Status,Starea comenzii
Billing Address,Adresa De Facturare
Shipping Address,Adresa de transport
Ordered,Ordonat
Shipped,Transportat
Canceled,Anulat
Refunded,rambursată
Gift Message,cadou mesaj
Excl. Tax,Excl. Impozit
Total,Total
Incl. Tax,Incl. Impozit
Total incl. tax,Total incl. impozit
Invoiced,facturată
Order Items,Comanda Articole
Shipments,Transporturile
Ship to Name,Navă la Nume
Date Shipped,data livrării
Total Qty,Cantitate totală
click to view detail,click pentru a vizualiza detalii
Tax,Impozit
Items To Be Shipped,Elemente Pentru a fi livrate
Qty to Ship,Cantitate pentru livrare
Append Comments,Comentarii append
Email Copy of Shipment,Copie e-mail de expediere
Submit Shipment,Trimite expediere
New Shipment,Livrare nou
Back,Înapoi
Shipment Tracking,Urmărirea expediere
Carrier,Purtător
Tracking No.,Urmărirea Nr
Action,Acțiune
Add Tracking Number,Adăugați Număr de urmărire
Invalid value(s) for Qty to Ship,Valoarea (e) nevalid pentru Cantitate de a navei
Shipment Detail,Detalii expediere
Are you sure you want to send Shipment email to customer?,Sunteți sigur că doriți să trimiteți e-mail expediere la client?
Send Tracking Information,Trimite informațiile de urmărire
Tracking Number,Număr de urmărire
Add,Adăuga
Tracking title is required.,titlu de urmărire este necesară.
Tracking number is required.,Numărul de urmărire este necesară.
Shipped Items,Articole expediate
Qty Shipped,Cantitate Expediat
No Item Shipped Yet,"Nu există niciun element Expediat Cu toate acestea,"
Reviews,opinii
Posted on:,Postat pe:
by ,de
Sorry! No Reviews Found.,Ne pare rău! Nu au fost găsite recenzii.
Write your review,Scrie o recenzie
Sellers List,Listă Sellers
Search Seller,Căutare Vanzator
Sorry! No Seller(s) Found.,Ne pare rău! Nu vânzător (e) găsit.
General Contact,General Contact
Customer Support,Relații Clienți
Sales Representative,Reprezentant de vânzări
Custom Email 1,E-mail personalizat 1
Custom Email 2,E-mail personalizat 2
"Unable to write low stock files. Permission Error on ""var"" Directory.",Nu se poate scrie fișiere mici de stoc. Eroare permisiune „var“ Director.
Unable to write file for Seller ,Nu se poate scrie fișier pentru vânzător
Product ID,ID-ul produsului
Current Quantity,Cantitatea curentă
Base Image,Imagine de bază
Small Image,Imagine mică
Thumbnail,miniatură
Disallowed file type.,Nepermis tip de fișier.
Type of the product you have selected for this import template file.,Tipul de produs pe care ați selectat pentru acest fișier șablon de import.
Attribute set you have selected for this product type in import template file.,Set de atribute ați selectat pentru acest tip de produs în fișierul șablon de import.
single pipe(|) seperated multiple categories,o singură țeavă (|) mai multe categorii separate
single pipe(|) seperated product sku,singură țeavă (|) sku produs separate
single pipe(|) seperated attributes,singură conductă (|) atribute separate
pair of values seperated by single pipe(|),pereche de valori separate prin o singură țeavă (|)
System will group your bundle item on the basis of this title. If two items has same title then they will be grouped in same bundle.,"Sistemul va grupa elementul pachet pe baza acestui titlu. Dacă două elemente are același titlu, atunci ele vor fi grupate în același pachet."
Daily,Zilnic
Weekly,Săptămânal
Monthly,Lunar
Yearly,Anual
Waiting for Approval,Se asteapta aprobarea
Approved,Aprobat
Disapproved,Respins
Add new products,Adăugați produse noi
Update existing products,Actualizați produsele existente
Add/update products,Adăugați produse / actualizare
Delete products,ştergeţi produse
Bank Wire,Transfer bancar
Payment By Cheque,Plata prin cec
Paypal,Paypal
Please provide the paypal email id.,Vă rugăm să furnizați ID-ul de e-mail PayPal.
Paypal Email ID,Paypal ID-ul de e-mail
Please provide additional information.,Vă rugăm să furnizați informații suplimentare.
Additional Information,informatii suplimentare
Please provide the name.,Vă rugăm să introduceți numele.
Pay to the order of (name),Plătiți la ordinea (nume)
Please provide the address.,Vă rugăm să furnizați adresa.
Address,Adresa
Address where the cheque should be sent to.,Adresa în cazul în care cecul ar trebui să fie trimise la.
Please provide account owner name,Vă rugăm să furnizați numele proprietarului contului
Account Owner,Proprietarul contului
Please provide bankwire details,Vă rugăm să furnizați detalii bankwire
Details,Detalii
"Such as bank branch, IBAN number, BIC, etc.","Cum ar fi sucursală a unei bănci, numărul IBAN, BIC, etc."
Please provide bankwire address.,Vă rugăm să furnizați adresa bankwire.
Bank Address,Adresa băncii
Requsted on: ,Requsted pe:
 by,de
Amount: ,Cantitate:
