This operation can take a long time,Αυτή η λειτουργία μπορεί να διαρκέσει για μεγάλο χρονικό διάστημα
Please confirm site switching. All data that hasn\'t been saved will be lost.,Επιβεβαιώστε μεταγωγής ιστοσελίδα. Όλα τα δεδομένα που hasn \ 't έχουν αποθηκευτεί θα χαθούν.
Warning message,προειδοποιητικό μήνυμα
Field cannot be empty.,Το πεδίο δεν μπορεί να είναι κενό.
You can enter only numbers.,Μπορείτε να εισάγετε μόνο αριθμούς.
Number should be greater than 0.,Ο αριθμός πρέπει να είναι μεγαλύτερος από 0.
Field cannot be greater than {#} characters.,Το πεδίο δεν μπορεί να είναι μεγαλύτερη από {#} χαρακτήρες.
Field cannot be less than {#} character(s).,Το πεδίο δεν μπορεί να είναι μικρότερη από {#} χαρακτήρα (ες).
Please enter Email.,Παρακαλώ εισάγετε το Email.
Please enter a valid Email.,Παρακαλώ εισάγετε μια έγκυρη διεύθυνση email.
Invalid date format.,Μη έγκυρη μορφή ημερομηνίας.
Number is not in the valid range. It should be between {#} and {##},Ο αριθμός δεν είναι στην έγκυρη περιοχή. Θα πρέπει να είναι μεταξύ {#} και {##}
Field should be numeric.,Το πεδίο πρέπει να είναι αριθμητικό.
Field should be positive.,Το πεδίο πρέπει να είναι θετική.
Field can have only upto two decimal values.,Το πεδίο μπορεί να έχει μόνο μέχρι δύο δεκαδικά τιμές.
Email cannot be greater than {#} characters.,Email δεν μπορεί να είναι μεγαλύτερη από {#} χαρακτήρες.
Zip should not have special characters.,Zip δεν θα πρέπει να έχει ειδικούς χαρακτήρες.
Percentage should be in number.,Ποσοστό πρέπει να είναι σε αριθμό.
Percentage should be between 0 and 100.,Ποσοστό πρέπει να είναι μεταξύ 0 και 100.
Size cannot be greater than {#} characters.,Το μέγεθος δεν μπορεί να είναι μεγαλύτερη από {#} χαρακτήρες.
Color could not be greater than {#} characters.,Το χρώμα δεν θα μπορούσε να είναι μεγαλύτερη από {#} χαρακτήρες.
Color is not valid.,Το χρώμα δεν είναι έγκυρη.
Special characters are not allowed.,Ειδικοί χαρακτήρες δεν επιτρέπονται.
Script tags are not allowed.,ετικέτες Σενάριο δεν επιτρέπονται.
Style tags are not allowed.,ετικέτες στυλ δεν επιτρέπονται.
Iframe tags are not allowed.,ετικέτες iframe δεν επιτρέπονται.
Uploaded file is not an image.,Το αρχείο δεν είναι μια εικόνα.
Uploaded file size must be less than {#}.,Φορτωμένα μέγεθος του αρχείου πρέπει να είναι μικρότερο από {#}.
Field should not contain HTML tags.,Το πεδίο δεν πρέπει να περιέχουν ετικέτες HTML.
You can enter only positive numbers.,Μπορείτε να εισάγετε μόνο θετικούς αριθμούς.
Are you sure?,Είσαι σίγουρος?
Comment,Σχόλιο
Are you sure to update feature status of this seller?,Είστε βέβαιοι να ενημερώσετε την κατάστασή χαρακτηριστικό αυτού του πωλητή;
Do you have any comment?,Έχετε κάποιο σχόλιο;
"For accurate reporting, be sure to refresh lifetime statistics whenever you change the time zone.","Για την ακριβή αναφορά, φροντίστε να ανανεώσετε τα στατιστικά στοιχεία της ζωής κάθε φορά που αλλάζετε τη ζώνη ώρας."
To refresh last day's,Για να ανανεώσετε την τελευταία ημέρα του
statistics,στατιστική
click,Κάντε κλικ
here,εδώ
Filter,Φίλτρο
Period,Περίοδος
Day,Ημέρα
Month,Μήνας
Year,Ετος
From,Από
Select Date,Επιλέξτε Ημερομηνία
To,Προς το
Choose Category,Επιλέξτε Κατηγορία
All Categories,Όλες οι κατηγορίες
Choose a Seller,Επιλέξτε ένα πωλητή
All Sellers,Όλοι οι πωλητές
NA,NA
PayPal Payout Settings,Ρυθμίσεις πληρωμών PayPal
Active,Ενεργός
Enable or Disable Paypal Payment Method.,Ενεργοποίηση ή απενεργοποίηση Paypal μέθοδος πληρωμής.
Client ID,ταυτότητα πελάτη
Client Secret,Πελάτης Secret
Paypal Mode,Λειτουργία Paypal
Sandbox,Sandbox
Live,Ζω
Paypal Email Subject,Paypal Email Θέμα
Paypal Currency ,Paypal νομίσματος
Select the default currency set in Paypal Account.,Επιλέξτε το σύνολο προεπιλεγμένο νόμισμα στο Paypal λογαριασμού.
Are You Sure you want to reset the settings?,Είστε σίγουροι ότι θέλετε να επαναφέρετε τις ρυθμίσεις;
Edit Email Template,Επεξεργασία προτύπου Email
About Template,Σχετικά με το Πρότυπο
Template Subject,πρότυπο Θέμα
Email Content,Περιεχόμενο email
Template Content,πρότυπο περιεχομένου
Please do not edit or remove any template variable.,Παρακαλώ μην επεξεργαστείτε ή να αφαιρέσετε οποιαδήποτε μεταβλητή πρότυπο.
Example,Παράδειγμα
Seller Account Settings,Ρυθμίσεις Πωλητής Λογαριασμού
Default Commission,προεπιλογή Επιτροπή
Please enter a number between 0 and 100 only and in a proper format.,Παρακαλώ εισάγετε έναν αριθμό μεταξύ 0 και 100 μόνο και σε σωστή μορφή.
Use Global,Η χρήση παγκόσμιο
New Product Limit,Νέο Όριο προϊόντων
Limit the sellers to add new products without account approval.,Περιορίστε τους πωλητές να προσθέσει νέα προϊόντα χωρίς την έγκριση του λογαριασμού.
If left blank than product limit will be assumed 0.,Αν αφεθεί κενό από το όριο του προϊόντος θα πρέπει να θεωρείται 0.
Categories Allowed,Κατηγορίες κατοικίδια
If no category is selected that will mean that all the categories are allowed.,Αν δεν επιλεγεί κατηγορία που σημαίνει ότι όλες οι κατηγορίες επιτρέπεται.
Product Approval Required,Απαιτείται έγκριση προϊόντων
Enable,επιτρέπω
Disable,Καθιστώ ανίκανο
Enable Seller Review,Ενεργοποίηση κριτική πωλητή
Required Seller Review Approval,Απαιτείται αναθεώρηση πωλητή Έγκριση
Email to Seller on Order Place,Αποστολή email σε πωλητή για την παραγγελία Place
Please enter a valid number in this field.,Παρακαλώ εισάγετε έναν έγκυρο αριθμό σε αυτόν τον τομέα.
Payout Transaction Request,Αίτηση Πληρωμής Συναλλαγών
Required Field,Υποχρεωτικό πεδίο
Invalid Value,Μη έγκυρη τιμή
"Invalid Value, please enter a number greater than zero","Μη έγκυρη τιμή, παρακαλώ εισάγετε έναν αριθμό μεγαλύτερο από το μηδέν"
Minimum 30 character required,απαιτείται ελάχιστο 30 χαρακτήρων
General Settings,Γενικές Ρυθμίσεις
Enable Marketplace,Ενεργοποίηση Marketplace
Toggle to enable or disable extension,Εναλλαγή για να ενεργοποιήσετε ή να απενεργοποιήσετε την επέκταση
Default Commission (%),Προεπιλογή Επιτροπής (%)
Set default commission in percentage for each product.,Ορίστε την προεπιλεγμένη προμήθεια σε ποσοστό για κάθε προϊόν.
Choose the categories allowed for the sellers. If no category is selected that will mean that all the categories are allowed.,Επιλέξτε τις κατηγορίες που επιτρέπεται για τους πωλητές. Αν δεν επιλεγεί κατηγορία που σημαίνει ότι όλες οι κατηγορίες επιτρέπεται.
Register as Seller Field,Εγγραφείτε ως Πωλητής πεδίο
Enable to add 'Register as Seller' field while registering.,Ενεργοποίηση για να προστεθεί η φράση «Εγγραφή ως πωλητής» τομέα κατά την εγγραφή.
Enable Bulk Import/Export,Ενεργοποίηση Μαζική Εισαγωγή / Εξαγωγή
"If disable, no seller will be able to use bulk import/export feature.","Αν απενεργοποιήσετε, δεν πωλητής θα είναι σε θέση να χρησιμοποιούν χύμα δυνατότητα εισαγωγής / εξαγωγής."
If enable an email will be sent to seller on order for his product.,Εάν ενεργοποιήσετε ένα μήνυμα ηλεκτρονικού ταχυδρομείου θα αποσταλεί στον πωλητή κατά παραγγελία για το προϊόν του.
Enable Vacation Mode,Ενεργοποίηση λειτουργίας για διακοπές
"If disable, no seller will be able to use vacation feature.","Αν απενεργοποιήσετε, δεν πωλητής θα είναι σε θέση να χρησιμοποιήσετε τη λειτουργία διακοπών."
Show Seller Info on Product Page,Εμφάνιση Πωλητής στη σελίδα του προϊόντος
Enable/Disable to show/hide seller info on product page.,Ενεργοποίηση / Απενεργοποίηση για εμφάνιση / απόκρυψη πληροφοριών πωλητή στη σελίδα του προϊόντος.
Enable or Disable Approval of product for the sellers.,Ενεργοποίηση ή απενεργοποίηση Έγκριση των προϊόντων για τους πωλητές.
Default limit for sellers of adding new products before account approval. Blank will be considered as 0.,Προκαθορισμένο όριο για τους πωλητές της προσθήκης νέων προϊόντων πριν από την έγκριση του λογαριασμού. Κενό θα πρέπει να θεωρείται ως 0.
Enable or Disable Seller review feature. This feature enables the customers to add review for sellers.,Ενεργοποίηση ή δυνατότητα επανεξέτασης Απενεργοποίηση πωλητή. Αυτό το χαρακτηριστικό επιτρέπει στους πελάτες να προσθέσετε αναθεώρηση για τους πωλητές.
Seller Review Approval Required,Απαιτούμενα Πωλητής κριτική Έγκριση
Enable or Disable Approval for seller review. Once the review is approved then only it will be visible to the customers.,Ενεργοποίηση ή απενεργοποίηση Έγκριση για την αναθεώρηση πωλητή. Μόλις η αναθεώρηση εγκριθεί τότε μόνο θα είναι ορατό στους πελάτες.
Enable Seller List,Ενεργοποίηση Λίστα πωλητή
Show or Hide Sellers List from customers.,Εμφάνιση ή απόκρυψη πωλητές Λίστα από τους πελάτες.
Enable Search Box,Ενεργοποίηση αναζήτησης Box
Enable or Disbale search box to search seller on seller listing page.,Ενεργοποίηση ή Disbale πλαίσιο αναζήτησης για να αναζητήσετε πωλητή στη σελίδα λίστα πωλητή.
Low Stock Configuration,Χαμηλή Διαμόρφωση Χρηματιστήριο
Enable Low Stock Notification,Ενεργοποίηση Χαμηλή Κοινοποίηση Χρηματιστήριο
Enable or Disable Low Stock Notification feature.,Ενεργοποίηση ή απενεργοποίηση δυνατότητα σε περιορισμένο απόθεμα ειδοποίησης.
Low Inventory Limit,Χαμηλό όριο Απογραφή
Enter the limit below that the products are considered low stock.,Πληκτρολογήστε το όριο κάτω από ότι τα προϊόντα θεωρούνται σε περιορισμένο απόθεμα.
When to Notify,Πότε να Ειδοποίηση
Choose when to notify the seller regarding the critical inventories.,Επιλέξτε πότε πρέπει να ενημερώσει τον πωλητή σχετικά με τα κρίσιμα αποθέματα.
Cron Job,cron Job
On Order Place,Την Παραγγελία Place
Send Notifications From,Αποστολή ειδοποιήσεων από
Choose the email from which you want to send the notifications.,Επιλέξτε το μήνυμα ηλεκτρονικού ταχυδρομείου από την οποία θέλετε να στείλετε τις ειδοποιήσεις.
Seller Name,Πωλητής Όνομα
Select,Επιλέγω
Transaction ID,Ταυτότητα συναλλαγής
Transaction Type,Τύπος συναλλαγής
Amount,Ποσό
Send Email to Seller,Αποστολή Email στον πωλητή
"Invalid Value, please enter a number greater then zero","Μη έγκυρη τιμή, παρακαλώ εισάγετε έναν αριθμό μεγαλύτερο από το μηδέν"
Add New Transaction,Προσθήκη νέου Συναλλαγών
Posted On: ,Δημοσιεύτηκε στις:
Customer Rating: ,Βαθμολογία Πελατών:
Review: ,Ανασκόπηση:
Reason for Disapproval: ,Λόγος Disapproval:
Seller Review Detail,Πωλητής Λεπτομέρεια κριτική
Provide Your Reason,Παροχή Λόγος σας
We can\'t find products matching the selection.,Μπορούμε να \ 't βρείτε προϊόντα που να ταιριάζουν με την επιλογή.
View Details,Δείτε λεπτομέρειες
In stock,Σε απόθεμα
Out of stock,Δεν υπάρχει απόθεμα
Learn More,Μάθε περισσότερα
My Sales Dashboard,Ταμπλό πωλήσεις μου
Total Revenue,Τα συνολικά έσοδα
Total Orders,Σύνολο Παραγγελίες
Total Products Sold,Συνολικά Προϊόντα που πωλούνται
Last 7 Days,Τελευταίες 7 ημέρες
Sales Comparisons,συγκρίσεις Πωλήσεις
Orders,παραγγελίες
Revenue,Εσοδα
Products Sold,προϊόντα που πωλούνται
Discounts,εκπτώσεις
Balance Amount Variations,Παραλλαγές Ποσό Υπόλοιπο
Today,Σήμερα
Yesterday,Εχθές
This Week,Αυτή την εβδομάδα
Last Week,Την προηγούμενη εβδομάδα
This Month,Αυτο το μηνα
Last Month,Τον προηγούμενο μήνα
This Year,Αυτή την χρονιά
Last Year,Πέρυσι
Last 10 Orders,Τελευταία 10 Παραγγελίες
View All Orders,Δείτε όλες τις παραγγελίες
Order Number,Αριθμός παραγγελίας
Order Date,Ημερομηνία παραγγελίας
Customer Name,Όνομα πελάτη
Customer Email,Email πελατών
Qty,ποσότητα
Status,Κατάσταση
Order Total,Παραγγελία Σύνολο
click to view order,κάντε κλικ για να δείτε τάξης
No Orders Placed Yet,"Δεν παραγγελίες Ωστόσο,"
Seller Products,Πωλητής Προϊόντα
Filter Products,φίλτρο Προϊόντα
Category,Κατηγορία
Sort By,Ταξινόμηση κατά
Name,Ονομα
SKU,Κωδικός
Price(low to high),Τιμή (χαμηλή προς υψηλή)
Price(high to low),Τιμή (υψηλή προς χαμηλή)
Products Feedback,προϊόντα Επικοινωνία
Filter Your Search,Φιλτράρετε την αναζήτησή σας
Search,Ψάξιμο
Reset,Επαναφορά
No Data,Χωρίς δεδομένα
Posted on,Δημοσιεύτηκε στις
by,με
Rating,Εκτίμηση
Summary,Περίληψη
Review,Ανασκόπηση
My Products Catalog,Τα προϊόντα μου Κατάλογος
New Product,Καινουργιο ΠΡΟΪΟΝ
Choose,Επιλέγω
Please select atleast one item from list.,Επιλέξτε atleast ένα στοιχείο από τη λίστα.
Select Attribute Set for New Product,Επιλέξτε Χαρακτηριστικό Ορισμός για το Νέο Προϊόν
Attribute Set,Χαρακτηριστικό Ορισμός
Product Type,Τύπος Προϊόντος
Choose Bulk Action,Επιλέξτε Μαζική ενέργεια
Delete,Διαγράφω
Status Update,Ενημέρωση κατάστασης
Close,Κοντά
Save,Αποθηκεύσετε
Save & Continue,Αποθήκευση & Συνέχεια
Duplicate,Αντίγραφο
Cancel,Ματαίωση
%d characters remaining.,% D χαρακτήρες που απομένουν.
Please fill required fields with valid information.,Παρακαλούμε συμπληρώστε τα υποχρεωτικά πεδία με έγκυρες πληροφορίες.
Special price should be less than actual price,Ειδική τιμή πρέπει να είναι μικρότερη από την πραγματική τιμή
Past date not allowed,Παρελθόν ημερομηνία δεν επιτρέπεται
Quick simple product creation,Γρήγορη απλή δημιουργία των προϊόντων
Create,Δημιουργώ
Prices,Τιμές
Meta Information,Meta πληροφορίες
General Information,Γενικές πληροφορίες
Allows your product's visibility on search or catalog page.,Επιτρέπει την προβολή του προϊόντος σας στην αναζήτηση ή κατάλογο της σελίδας.
Maximum %d characters allowed.,Η μέγιστη% d χαρακτήρες επιτρέπονται.
Date of product from which this product will be marked as new.,Ημερομηνία προϊόντος από την οποία το προϊόν αυτό θα πρέπει να επισημανθεί ως νέα.
Date of product until which this product will be marked as new.,Ημερομηνία προϊόντος μέχρι την οποία το προϊόν αυτό θα πρέπει να επισημανθεί ως νέα.
Category Mapping,Κατηγορία Χαρτογράφηση
Associated Products,συναφή προϊόντα
Create Simple Product,Δημιουργία Απλή προϊόντων
Quick Create,Γρήγορη Δημιουργία
Id,Ταυτότητα
Sku,Κωδικός
Product Name,όνομα προϊόντος
Stock Status,Χρηματιστήριο Κατάσταση
Select Attribute,Επιλέξτε Χαρακτηριστικό
Attribute,Χαρακτηριστικό
Price,Τιμή
Default Qty,προεπιλογή Ποσότητα
Samples,δείγματα
Title,Τίτλος
File,Αρχείο
Sort Order,Σειρά ταξινόμησης
Add New Row,Προσθήκη νέου Σειρά
Links,Συνδέσεις
Links can be purchased separately,Σύνδεσμοι μπορεί να αγοραστεί ξεχωριστά
Max. Downloads,Μέγιστη. Λήψεις
Shareable,κοινόχρηστο
Sample,Δείγμα
Unlimited,Απεριόριστος
Url,url
Inventory,Καταγραφή εμπορευμάτων
Quantity,Ποσότητα
Manage Stock,Διαχείριση Χρηματιστήριο
"On enabling, stock will be managed automatically. For manual stock, select disable","Σχετικά με την ενεργοποίηση, το απόθεμα θα διαχειρίζεται αυτόματα. Για οδηγίες απόθεμα, επιλέξτε απενεργοποίηση"
Qty Uses Decimal,Ποσότητα Χρησιμοποιεί δεκαδικό
Stock Availability,Διαθεσιμότητα Χρηματιστήριο
Shipment,Αποστολή
Ship Bundle Items,Πλοίο Bundle Είδη
Separately,Χωριστά
Together,Μαζί
Bundle Items Options,Πακέτο Προϊόντων Επιλογες
Add New Option,Προσθήκη νέου επιλογή
Default Title,προεπιλογή Τίτλος
Delete Option,Διαγραφή Επιλογή
Input Type,Τύπος Είσοδος
Is Required,Απαιτείται
Position,Θέση
Add Selection,Προσθήκη επιλογής
Price Type,Τύπος Τιμή
User Defined Qty,Ορίζεται χρήστη Ποσότητα
Default,Προκαθορισμένο
Qty to Add,Ποσότητα για να προσθέσετε
Add Selected Product(s) to Option,Προσθέστε το επιλεγμένο προϊόν (ες) με την επιλογή
Images,εικόνες
Image,Εικόνα
Label,Επιγραφή
Remove,Αφαιρώ
File is not supported,Το αρχείο δεν υποστηρίζεται
Upload New Image,Ανεβάστε New Image
".jpeg, .jpg, .png, ,gif",".jpeg, .jpg, .png,, gif"
No Image uploaded for this product,Δεν Αποστολή εικόνας για αυτό το προϊόν
Browse,Ξεφυλλίζω
Related Products,Σχετικά προϊόντα
This attribute set does not have attributes which we can use for configurable product,Αυτό το σύνολο ιδιότητα δεν έχει χαρακτηριστικά τα οποία μπορούμε να χρησιμοποιήσουμε για να διαμορφωθεί το προϊόν
Please select one or more attributes.,Επιλέξτε ένα ή περισσότερα χαρακτηριστικά.
Sold By,Πουλήθηκε από
Total %d review(s),Σύνολο% d κριτική (s)
View Reviews,Προβολή Κριτικές
Write Review,Γράψε κριτική
File Size Exceeding the Limit.,Μέγεθος αρχείου υπερβαίνει το όριο.
Max Upload Size: 200 KB,Max Ανεβάστε Μέγεθος: 200 KB
Max Upload Size: 500 KB,Max Ανεβάστε Μέγεθος: 500 KB
This key already assigned to another seller. Please fill another.,Αυτό το κλειδί έχει ήδη εκχωρηθεί σε άλλο πωλητή. Παρακαλούμε συμπληρώστε άλλο.
My Seller Profile,Μου Πωλητής Προφίλ
View Collection,Προβολή Συλλογή
View Profile,Εμφάνιση προφίλ
General,Γενικός
Shop Title,Κατάστημα Τίτλος
Contact Number,Αριθμός επαφής
(Image Size: 150 X 150),(Μέγεθος Εικόνας: 150 Χ 150)
Shop Logo,Κατάστημα Λογότυπο
(Image Size: 1180 X 250),(Μέγεθος Εικόνας: 1180 Χ 250)
Shop Banner,Κατάστημα Διαφήμιση
Shop Address 1,Κατάστημα Διεύθυνση 1
Shop Address 2,Κατάστημα Διεύθυνση 2
City,Πόλη
Pincode,Κωδικό PIN
State,κατάσταση
Country,Χώρα
Description,Περιγραφή
Please provide link of your facebook page,Παρακαλώ δώστε το σύνδεσμο της σελίδας σας στο Facebook
Facebook Link (optional),Σύνδεσμος για το Facebook (προαιρετικό)
For example:,Για παράδειγμα:
or,ή
Please provide link of your google plus profile,Παρακαλώ δώστε το σύνδεσμο της google σας καθώς και το προφίλ
Google Plus Link (optional),Πλέον Σύνδεσμος Google (προαιρετικό)
Please provide link of your twitter profile,Παρακαλώ δώστε το σύνδεσμο του προφίλ σας στο Twitter
Twitter Link (optional),Twitter Σύνδεση (προαιρετικό)
Meta Keywords,Meta Λέξεις-κλειδιά
Meta Description,Meta Περιγραφή
Example: my-selling-store,Παράδειγμα: μου-πωλήσεις-store
Page Url Key,Σελίδα Url Κλειδί
Policy,Πολιτική
Return Policy,ΠΟΛΙΤΙΚΗ ΕΠΙΣΤΡΟΦΗΣ ΠΡΟΪΟΝΤΩΝ
Shipping Policy,Ναυτιλιακή αποστολή
Payout,πληρωμή
Admin will use the Payout information to make the payment. Only one payment information can be saved at a time.,Διαχειριστής θα χρησιμοποιήσει τις πληροφορίες Πληρωμή να κάνετε την πληρωμή. Μόνο ένα στοιχεία πληρωμής μπορούν να αποθηκευτούν σε μια στιγμή.
Select Payment Method,Επιλέξτε τη μέθοδο πληρωμής
Seller,Πωλητής
Register As Seller,Εγγραφή ως πωλητής
My Reviews,Οι αξιολογήσεις μου
Customer Review,αναθεώρηση πελατών
Disapproval Reason,Αιτία απόρριψης
Start Date,Ημερομηνία έναρξης
End Date,Ημερομηνία λήξης
Your comment to this vacation,Το σχόλιό σας σε αυτό το διακοπές
Invalid format. Use: MM/dd/YYYY,Ακυρη μορφή. Χρήση: ΜΜ / ΗΗ / ΕΕΕΕ
End date should be greater than start date,Η ημερομηνία λήξης θα πρέπει να είναι μεγαλύτερη από την ημερομηνία έναρξης
End date should be future date,Η ημερομηνία λήξης πρέπει να είναι μελλοντική ημερομηνία
My Vacations History,Διακοπές Ιστορία μου
Set New Vacation,Ορισμός νέων διακοπές
Vacation Interval,Διάστημα για διακοπές
Is Active,Είναι ενεργό
Vacation Halt Status,Αλτ διακοπές Κατάσταση
Reason for canceling vacation,Αιτία για την ακύρωση διακοπές
click to view product details,κάντε κλικ για να δείτε λεπτομέρειες του προϊόντος
Sorry! No Product(s) Found.,Συγνώμη! Όχι Προϊόν (τα) βρέθηκαν.
Please select a category for your request.,"Παρακαλώ, επιλέξτε κατηγορία για το αίτημά σας."
Please provide reason for your request.,Παρακαλώ δώστε τον λόγο για το αίτημά σας.
Request a New Category,Ζητήστε μια νέα κατηγορία
Choose a Category,Επιλέξτε μια κατηγορία
Select Category,Επιλέξτε Κατηγορία
Maximum 500 characters allowed.,Μέγιστο 500 χαρακτήρες επιτρέπονται.
Submit Category Request Form,Υποβολή Κατηγορία Αίτηση
No categories are available for request.,Δεν κατηγορίες είναι διαθέσιμα για αιτήματος.
Payout Request,Αίτηση Πληρωμής
New Payout Request,Νέα Αίτηση Πληρωμής
Request Reason,Αιτία Αίτηση
Submit Payout Request Form,Υποβολή Πληρωμή Αίτηση
Payout Details,Λεπτομέρειες Πληρωμών
Requested On,Αιτήματα Από
Your Comment For Request,Το σχόλιό σας για Αίτηση
Only 200 characters allowed,Μόνο 200 χαρακτήρες επιτρέπονται
"Only (xls, xlsx) formats are allowed","Μόνο επιτρέπεται (xls, xlsx) μορφές"
Toggle navigation,Εναλλαγή πλοήγησης
My Account,Ο λογαριασμός μου
Logout,Αποσυνδέση
Account Warning!,Ο λογαριασμός Προσοχή!
Back To Site,Επιστροφή στο site
Category Request Details,Λεπτομέρειες Κατηγορία Αίτηση
Category Name,όνομα κατηγορίας
Your request is in pending. Please wait for store response.,Το αίτημά σας βρίσκεται σε εκκρεμότητα. Περιμένετε για την απάντηση κατάστημα.
This feature is not active into your account.,Η λειτουργία αυτή δεν είναι ενεργή στο λογαριασμό σας.
To request this feature,Για να ζητήσετε αυτή τη λειτουργία
Click,Κάντε κλικ
Here,Εδώ
Request To Activate Import/Export Feature,Αίτηση για την ενεργοποίηση Import / Export χαρακτηριστικό γνώρισμα
Comment ,Σχόλιο
Required Field. Maximum 200 characters allowed.,Υποχρεωτικό πεδίο. Μέγιστο 200 χαρακτήρες επιτρέπονται.
Click to send request,Κάντε κλικ για να στείλετε το αίτημά
Your file has some errors. Please import file after resolving errors.,Το αρχείο σας έχει κάποια λάθη. Παρακαλώ εισάγετε το αρχείο μετά την επίλυση σφαλμάτων.
Click to download your file with errors,Κάντε κλικ για να κατεβάσετε το αρχείο σας με τα λάθη
Download File with Errors,Κατεβάστε το αρχείο με σφάλματα
Go Back,Πήγαινε πίσω
Please do not go back or refresh page while uploading your products.,Παρακαλώ μην πάει πίσω ή να ανανεώσετε τη σελίδα κατά τη μεταφόρτωση των προϊόντων σας.
It may causes errors in your catalog.,Μπορεί προκαλεί σφάλματα στον κατάλογό σας.
Download Template,Λήψη Πρότυπο
Select Product Type,Επιλέξτε τον τύπο του προϊόντος
Product Attribute Set,Χαρακτηριστικό του προϊόντος Σετ
Select Attribute Set,Επιλέξτε Set Χαρακτηριστικό
Download Template File,Κατεβάστε το αρχείο προτύπου
Please make sure that columns in your file must be matched with template file created for you on the basis of selected attribute.,Βεβαιωθείτε ότι οι στήλες στο αρχείο σας θα πρέπει να ταιριάζει με το αρχείο πρότυπο που δημιουργήθηκε για εσάς με βάση το επιλεγμένο χαρακτηριστικό.
Import Products,Εισαγωγή Προϊόντα
Import Action,Εισαγωγή Δράση
Select Action,Επιλογή ενέργειας
"Action will only be performed on the basis of SKU of products. Without sku, product will not be consider for any action.","Η δράση θα πρέπει να γίνεται μόνο με βάση τα SKU των προϊόντων. Χωρίς SKU, το προϊόν δεν θα πρέπει να εξετάσει για κάθε δράση."
Upload File,Ανέβασμα αρχείου
"Only (xls, xlsx) file will be accepted","Μόνο (xls, xlsx) του αρχείου θα γίνονται δεκτά"
File must not exceed %s MB,Το αρχείο δεν πρέπει να υπερβαίνει το% s MB
Browse File,Αναζήτηση αρχείου
Validate File,Επικύρωση αρχείων
File must no exceed %s MB,Το αρχείο δεν πρέπει να υπερβαίνει το% s MB
Import/Export Instructions,Οδηγίες Εισαγωγής / Εξαγωγής
Import,Εισαγωγή
Export,Εξαγωγή
Import Instructions,Οδηγίες εισαγωγής
"Download Template as per your product type. At a time, only 1 type of products can be import.","Κατεβάστε το πρότυπο σύμφωνα με τον τύπο του προϊόντος σας. Σε μια εποχή, μόνο 1 είδος των προϊόντων μπορεί να είναι εισαγωγής."
"If you import more than 1 type of products from one file, then system will be fail or affect your catalog.","Αν εισάγουμε περισσότερα από 1 είδος των προϊόντων που προέρχονται από ένα αρχείο, τότε το σύστημα θα αποτύχει ή να επηρεάσει τον κατάλογό σας."
Each template will have '%s' worksheet. Your import file must have this worksheet as it is. Please do not change anything in its content.,Κάθε πρότυπο θα έχει «% s» φύλλο εργασίας. αρχείο εισαγωγής σας πρέπει να έχει αυτό το φύλλο εργασίας όπως είναι. Σας παρακαλούμε να μην αλλάξει τίποτα στο περιεχόμενό του.
