Enable or Disable Seller review feature. This feature enables the customers to add review for sellers.,Activer ou désactiver Vendeur fonction d'examen. Cette fonction permet aux clients d'ajouter des commentaires sur les vendeurs.
Seller Review Approval Required,Examen du vendeur Approbation requise
Enable or Disable Approval for seller review. Once the review is approved then only it will be visible to the customers.,Activer ou désactiver l'approbation pour l'examen du vendeur. Une fois que l'examen est approuvé alors seulement il sera visible pour les clients.
Enable Seller List,Activer la liste Vendeur
Show or Hide Sellers List from customers.,Afficher ou masquer Vendeurs Liste des clients.
Enable Search Box,Activer le champ de recherche
Enable or Disbale search box to search seller on seller listing page.,Activer ou zone de recherche pour rechercher Disbale vendeur page vendeur inscripteur.
Low Stock Configuration,Configuration faible stock
Enable Low Stock Notification,Activer la notification faible stock
Enable or Disable Low Stock Notification feature.,Activer ou désactiver la fonction de notification faible d'actions.
Low Inventory Limit,Limite inférieure d'inventaire
Enter the limit below that the products are considered low stock.,Saisissez la limite ci-dessous que les produits sont considérés comme faible stock.
When to Notify,Quand notifier
Choose when to notify the seller regarding the critical inventories.,Choisissez le moment de notifier au vendeur en ce qui concerne les stocks critiques.
Cron Job,Cron
On Order Place,Sur commande Lieu
Send Notifications From,Envoyer des notifications de
Choose the email from which you want to send the notifications.,Choisissez l'e-mail à partir de laquelle vous souhaitez envoyer les notifications.
Seller Name,Nom du Vendeur
Select,Sélectionner
Transaction ID,identifiant de transaction
Transaction Type,Type de transaction
Amount,Montant
Send Email to Seller,Envoyer au vendeur
"Invalid Value, please enter a number greater then zero","Valeur non valide, s'il vous plaît entrer un plus grand nombre alors zéro"
Add New Transaction,Ajouter nouvelle transaction
Posted On: ,Posté sur:
Customer Rating: ,Évaluation du client:
Review: ,La revue:
Reason for Disapproval: ,Motif de refus:
Seller Review Detail,Examen vendeur Détail
Provide Your Reason,Fournir Raison
We can\'t find products matching the selection.,Nous pouvons \ 't trouver des produits correspondant à la sélection.
View Details,Voir les détails
In stock,En stock
Out of stock,En rupture de stock
Learn More,Apprendre encore plus
My Sales Dashboard,Tableau de bord Mes ventes
Total Revenue,Revenu total
Total Orders,Le total des commandes
Total Products Sold,Produits vendus au total
Last 7 Days,Les 7 derniers jours
Sales Comparisons,Comparaisons des ventes
Orders,Ordres
Revenue,Revenu
Products Sold,produits vendus
Discounts,Réductions
Balance Amount Variations,Variations Solde Montant
Today,Aujourd'hui
Yesterday,Hier
This Week,Cette semaine
Last Week,La semaine dernière
This Month,Ce mois-ci
Last Month,Le mois dernier
This Year,Cette année
Last Year,L'année dernière
Last 10 Orders,10 dernières commandes
View All Orders,Voir tous les ordres
Order Number,Numéro de commande
Order Date,Date de commande
Customer Name,Nom du client
Customer Email,Email client
Qty,Quantité
Status,Statut
Order Total,Total de la commande
click to view order,cliquez pour voir l'ordre
No Orders Placed Yet,"Pas de commande Placées Pourtant,"
Seller Products,Produits du vendeur
Filter Products,Filtrer les produits
Category,Catégorie
Sort By,Trier par
Name,prénom
SKU,SKU
Price(low to high),Prix ​​croissant)
Price(high to low),Prix ​​(décroissant)
Products Feedback,produits commentaires
Filter Your Search,Filtrez votre recherche
Search,Chercher
Reset,Réinitialiser
No Data,Pas de données
Posted on,Posté sur
by,par
Rating,Évaluation
Summary,Résumé
Review,La revue
My Products Catalog,Mes produits Catalogue
New Product,Nouveau produit
Choose,Choisir
Please select atleast one item from list.,S'il vous plaît sélectionner au moins un élément de liste.
Select Attribute Set for New Product,Sélectionner un attribut nouv produit
Attribute Set,ensemble d'attributs
Product Type,type de produit
Choose Bulk Action,Choisir une action en vrac
Delete,Effacer
Status Update,Mise à jour du statut
Close,Fermer
Save,sauvegarder
Save & Continue,Enregistrer continuer
Duplicate,Dupliquer
Cancel,Annuler
%d characters remaining.,% d caractères restants.
Please fill required fields with valid information.,S'il vous plaît remplir les champs obligatoires avec des informations valides.
Special price should be less than actual price,Prix ​​spécial devrait être inférieur au prix réel
Past date not allowed,date antérieure non autorisée
Quick simple product creation,la création de produits simple et rapide
Create,Créer
Prices,Des prix
Meta Information,Méta-information
General Information,Informations générales
Allows your product's visibility on search or catalog page.,Permet la visibilité de votre produit sur la page de recherche ou d'un catalogue.
Maximum %d characters allowed.,caractères maximum% d permis.
Date of product from which this product will be marked as new.,Date de produit à partir de laquelle ce produit sera marqué comme nouveau.
Date of product until which this product will be marked as new.,Date de produit jusqu'à ce que ce produit sera marqué comme nouveau.
Category Mapping,catégorie cartographie
Associated Products,produits associés
Create Simple Product,Créer simple produit
Quick Create,Création rapide
Id,ça
Sku,sku
Product Name,Nom du produit
Stock Status,État des stocks
Select Attribute,Sélectionner un attribut
Attribute,Attribut
Price,Prix
Default Qty,Quantité par défaut
Samples,Les échantillons
Title,Titre
File,Fichier
Sort Order,Ordre de tri
Add New Row,Ajouter une nouvelle ligne
Links,Liens
Links can be purchased separately,Les liens peuvent être achetés séparément
Max. Downloads,Max. Téléchargements
Shareable,partageable
Sample,Échantillon
Unlimited,Illimité
Url,Url
Inventory,Inventaire
Quantity,Quantité
Manage Stock,gérer Stock
"On enabling, stock will be managed automatically. For manual stock, select disable","En permettant, le stock sera géré automatiquement. Pour le stock manuel, sélectionnez Désactiver"
Qty Uses Decimal,Quantité Utilise décimal
Stock Availability,Disponibilité Stock
Shipment,Expédition
Ship Bundle Items,Articles navire Bundle
Separately,Séparément
Together,Ensemble
Bundle Items Options,Articles Bundle options
Add New Option,Ajouter une nouvelle option
Default Title,Titre par défaut
Delete Option,supprimer Option
Input Type,Type d'entrée
Is Required,Est requis
Position,Position
Add Selection,Ajouter sélection
Price Type,Type de prix
User Defined Qty,Nombre défini par l'utilisateur
Default,Défaut
Qty to Add,Quantité à Ajouter
Add Selected Product(s) to Option,Ajouter un produit sélectionné (s) à l'option
Images,Images
Image,Image
Label,Étiquette
Remove,Retirer
File is not supported,Le fichier est pas pris en charge
Upload New Image,Télécharger une nouvelle image
".jpeg, .jpg, .png, ,gif",".jpeg, .jpg, .png,, gif"
No Image uploaded for this product,Pas d'image téléchargée pour ce produit
Browse,Feuilleter
Related Products,Produits connexes
This attribute set does not have attributes which we can use for configurable product,Cet ensemble d'attributs ne possède pas les attributs que nous pouvons utiliser pour le produit configurable
Please select one or more attributes.,S'il vous plaît sélectionner un ou plusieurs attributs.
Sold By,Vendu par
Total %d review(s),examen total% d (s)
View Reviews,Voir les avis
Write Review,Ecrire une critique
File Size Exceeding the Limit.,Taille du fichier Dépasser la limite.
Max Upload Size: 200 KB,Max Télécharger Taille: 200 KB
Max Upload Size: 500 KB,Max Télécharger Taille: 500 KB
This key already assigned to another seller. Please fill another.,Cette clé déjà attribué à un autre vendeur. S'il vous plaît remplir une autre.
My Seller Profile,Mon profil du vendeur
View Collection,Collection Voir
View Profile,Voir le profil
General,Général
Shop Title,boutique Titre
Contact Number,Numéro de contact
(Image Size: 150 X 150),(Taille d'image: 150 X 150)
Shop Logo,Shop Logo
(Image Size: 1180 X 250),(Taille de l'image: 1180 x 250)
Shop Banner,boutique Bannière
Shop Address 1,Boutique Adresse 1
Shop Address 2,Shop Adresse 2
City,Ville
Pincode,Code PIN
State,Etat
Country,Pays
Description,La description
Please provide link of your facebook page,S'il vous plaît fournir le lien de votre page facebook
Facebook Link (optional),Facebook Lien (facultatif)
For example:,Par exemple:
or,ou
Please provide link of your google plus profile,S'il vous plaît indiquer le lien de votre profil Google Plus
Google Plus Link (optional),Google Plus Link (en option)
Please provide link of your twitter profile,S'il vous plaît indiquer le lien de votre profil twitter
Twitter Link (optional),Twitter Link (en option)
Meta Keywords,Mots-clés meta
Meta Description,Meta Description
Example: my-selling-store,Exemple: my-vente magasin
Page Url Key,URL de la page clé
Policy,Politique
Return Policy,Politique de retour
Shipping Policy,Politique de livraison
Payout,Payout
Admin will use the Payout information to make the payment. Only one payment information can be saved at a time.,Administrateur utilisera les informations de paiement pour effectuer le paiement. Une seule information de paiement peut être enregistré à la fois.
Select Payment Method,Sélectionnez le mode de paiement
Seller,Vendeur
Register As Seller,Inscrivez-vous comme vendeur
My Reviews,Mes critiques
Customer Review,Avis client
Disapproval Reason,Motif du refus
Start Date,Date de début
End Date,Date de fin
Your comment to this vacation,Votre commentaire à ce vacances
Invalid format. Use: MM/dd/YYYY,Format invalide. Utilisation: MM / jj /
End date should be greater than start date,Date de fin doit être supérieure à la date de début
End date should be future date,Date de fin devrait être date ultérieure
My Vacations History,Mon Histoire Vacances
Set New Vacation,Set New vacances
Vacation Interval,Intervalle de vacances
Is Active,C'est actif
Vacation Halt Status,Vacances Halt Statut
Reason for canceling vacation,Motif de l'annulation de vacances
click to view product details,cliquez pour voir les détails du produit
Sorry! No Product(s) Found.,Pardon! Aucun produit (s) trouvé.
Please select a category for your request.,S'il vous plaît choisir une catégorie pour votre demande.
Please provide reason for your request.,S'il vous plaît fournir motif de votre demande.
Request a New Category,Demander une nouvelle catégorie
Choose a Category,Choisissez une catégorie
Select Category,Choisir une catégorie
Maximum 500 characters allowed.,500 caractères maximum autorisés.
Submit Category Request Form,Soumettre Catégorie Formulaire de demande
No categories are available for request.,Aucune catégorie disponible pour la demande.
Payout Request,Demande de paiement
New Payout Request,Demander un nouveau Payout
Request Reason,demande Raison
Submit Payout Request Form,Formulaire de demande de soumettre Payout
Payout Details,Détails Payout
Requested On,Envoyé le
Your Comment For Request,Votre commentaire pour demande
Only 200 characters allowed,Seuls 200 caractères autorisés
"Only (xls, xlsx) formats are allowed","Seulement (xls, xlsx) formats sont autorisés"
Toggle navigation,Basculer la navigation
My Account,Mon compte
Logout,Connectez - Out
Account Warning!,Compte Avertissement!
Back To Site,Retour au site
Category Request Details,Catégorie Détails de la demande
Category Name,Nom de catégorie
Your request is in pending. Please wait for store response.,Votre demande est en attente. S'il vous plaît attendre la réponse du magasin.
This feature is not active into your account.,Cette fonctionnalité n'est pas activé dans votre compte.
To request this feature,Pour demander cette fonctionnalité
Click,Cliquez sur
Here,Ici
Request To Activate Import/Export Feature,Demande d'activation Import / Export Feature
Comment ,Commentaire
Required Field. Maximum 200 characters allowed.,Champs requis. 200 caractères maximum autorisés.
Click to send request,Cliquez ici pour envoyer la demande
Your file has some errors. Please import file after resolving errors.,Votre fichier a quelques erreurs. S'il vous plaît importer le fichier après la résolution des erreurs.
Click to download your file with errors,Cliquer pour télécharger le fichier avec des erreurs
Download File with Errors,Télécharger le fichier avec des erreurs
Go Back,Retourner
Please do not go back or refresh page while uploading your products.,S'il vous plaît ne pas revenir en arrière ou rafraîchir la page en téléchargeant vos produits.
It may causes errors in your catalog.,Il peut provoque des erreurs dans votre catalogue.
Download Template,Modèle Télécharger
Select Product Type,Sélectionner le type de produit
Product Attribute Set,Attribut produit Set
Select Attribute Set,Sélectionnez Définir l'attribut
Download Template File,Télécharger le fichier modèle
Please make sure that columns in your file must be matched with template file created for you on the basis of selected attribute.,S'il vous plaît assurez-vous que les colonnes de votre fichier doivent correspondre avec le fichier modèle créé pour vous sur la base de l'attribut sélectionné.
Import Products,Importer des produits
Import Action,action d'importation
Select Action,Sélectionnez l'action
"Action will only be performed on the basis of SKU of products. Without sku, product will not be consider for any action.","L'action ne sera effectuée que sur la base de SKU de produits. Sans sku, le produit ne sera pas considérer pour toute action."
Upload File,Téléverser un fichier
"Only (xls, xlsx) file will be accepted","Seulement (xls, xlsx) fichier sera accepté"
File must not exceed %s MB,Fichier ne doit pas dépasser Mo de%
Browse File,Parcourir le fichier
Validate File,valider le fichier
File must no exceed %s MB,Le fichier doit pas dépasser Mo de%
Import/Export Instructions,Instructions Import / Export
Import,Importation
Export,Exportation
Import Instructions,Instructions d'importation
"Download Template as per your product type. At a time, only 1 type of products can be import.","Télécharger le modèle selon votre type de produit. A un moment, seulement 1 type de produits peut être importation."
"If you import more than 1 type of products from one file, then system will be fail or affect your catalog.","Si vous importez plus de 1 type de produits d'un fichier, le système sera échouer ou affecte votre catalogue."
Each template will have '%s' worksheet. Your import file must have this worksheet as it is. Please do not change anything in its content.,Chaque modèle aura feuille « % s ». Votre fichier d'importation doit avoir cette feuille de calcul telle qu'elle est. S'il vous plaît ne pas changer quoi que ce soit dans son contenu.
Each template will have '%s' worksheet. Please provide product data from possible values of corresponding field. If field has possible values.,Chaque modèle aura feuille « % s ». S'il vous plaît fournir des données de produit à partir des valeurs possibles de champ correspondant. Si le champ a des valeurs possibles.
"Only 'xls, xlsx' file having size less than %sMB will be acceptable.","Seulement « xls, xlsx » fichier taille ayant moins de% sMB sera acceptable."
If you want to import using exported data then copy the general & image sheet of exported file into general & image sheet of the downloaded template file.,Si vous souhaitez importer à l'aide des données exportées puis copier la feuille générale et l'image du fichier exporté en feuille générale et l'image du fichier modèle téléchargé.
"Use (|) to seperate value in multivalue field like category_ids, related_products.","Utilisez (|) pour séparer la valeur dans le champ comme category_ids multivaleur, related_products."
Export Instructions,Instructions d'exportation
Select export type in export section.,Sélectionner le type d'exportation dans la section d'exportation.
"If the export type is Category, then system will export only assigned categories to you.","Si le type d'exportation est catégorie, système exportera uniquement les catégories qui vous sont assignées."
"In case of products, select product type and attributes set.","Dans le cas des produits, sélectionnez le type de produit et des attributs définis."
Exported data will be in xls/xlsx format.,Les données exportées seront au format xls / xlsx.
Export Type,Type d'exportation
Select Export Type,Sélectionner le type d'exportation
Category Export,catégorie Export
Product Export,Exportation de produits
Product Status,État du produit
All,Tout
Disabled,désactivé
Enabled,Activée
In Stock,En stock
Out of Stock,En rupture de stock
Export Data,Exporter des données
This process will take few minutes.,Ce processus prendra quelques minutes.
Please do not go back or refresh page while exporting your data.,S'il vous plaît ne pas revenir en arrière ou rafraîchir la page lors de l'exportation de vos données.
Your are not eligible to use this feature as your account is either not approved or inactive.,Vous n'êtes pas autorisé à utiliser cette fonction que votre compte est soit non approuvé ou inactif.
"Currently, this feature is disabled by store.","À l'heure actuelle, cette fonction est désactivée par magasin."
You cannot use this feature as required library is missing. Please contact to support.,Vous ne pouvez pas utiliser cette fonction comme bibliothèque requise est manquante. S'il vous plaît contacter pour soutenir.
Total Sale,Vente totale
Total Earning,total des frais
Transaction Details,détails de la transaction
My Earnings,Mes revenus
Earnings History,Historique des gains
Order Wise Earnings,Ordre Wise résultat
Transactions History,Histoire Transactions
Total Paid,Total payé
Balance,Équilibre
Quantity to Add,Quantité Ajouter à
Low Stock Notification,Avis faible stock
Configuration,Configuration
Receive Low Stock Notifications,Recevez Low Stock Notifications
Save Seller Level Configuration,Enregistrer le vendeur Niveau de configuration
facebook,Facebook
twitter,gazouillement
google,Google
About Seller,A propos du vendeur
Description not available.,Description non disponible.
Write your thought,Écrivez votre pensée
Summary of your review,Résumé de votre commentaire
Your Thought,Votre pensée
Your Name,votre nom
Rate this seller,Noter ce vendeur
Submit Review,Poster le commentaire
Notify Customer by Email,Aviser le client par e-mail
Visible on Storefront,Visible sur Storefront
Submit Comment,Envoyer un commentaire
Customer,Client
Notified,notifié
Not Notified,non notifié
Please provide comment,S'il vous plaît fournir des commentaires
Product,Produit
Subtotal,Total
Order Detail,Détails de la commande
Click to download invoice.,Cliquez ici pour télécharger la facture.
Download Invoice,Facture Télécharger
Click to download shipping slip.,Cliquer pour télécharger bordereau de transport.
Download Shipping Slip,Télécharger expédition Slip
Are you sure you want to send order email to customer?,Etes-vous sûr que vous voulez envoyer un courrier électronique au client de commande?
Click to send email to customer,Cliquez ici pour envoyer un courrier électronique au client
Send Email,Envoyer un message
Click to create shipment,Cliquez pour créer l'expédition
Ship,Navire
Print,Impression
Basic Informations,Informations de base
Order Status,Statut de la commande
Billing Address,Adresse de facturation
Shipping Address,Adresse de livraison
Ordered,Commandé
Shipped,Expédié
Canceled,Annulé
Refunded,remboursé
Gift Message,Message de cadeau
Excl. Tax,Excl. Impôt
Total,Total
Incl. Tax,Incl. Impôt
Total incl. tax,Total incl. impôt
Invoiced,facturé
Order Items,Items commandés
Shipments,Les livraisons
Ship to Name,Ship to Nom
Date Shipped,Date d'expédition
Total Qty,Quantité totale
click to view detail,cliquez pour voir le détail
Tax,Impôt
Items To Be Shipped,Articles à expédier
Qty to Ship,Quantité de Ship
Append Comments,Commentaires append
Email Copy of Shipment,Email Copie de l'expédition
Submit Shipment,soumettre expédition
New Shipment,nouvel arrivage
Back,Retour
Shipment Tracking,Suivi des expéditions
Carrier,Transporteur
Tracking No.,Numéro de suivis.
Action,action
Add Tracking Number,Ajouter le numéro de suivi
Invalid value(s) for Qty to Ship,Valeur non valide (s) pour Quantité à Ship
Shipment Detail,expédition Détails
Are you sure you want to send Shipment email to customer?,Etes-vous sûr que vous voulez envoyer un courrier électronique de l'envoi au client?
Send Tracking Information,Envoyer des informations de suivi
Tracking Number,Numéro de suivi
Add,Ajouter
Tracking title is required.,titre de suivi est nécessaire.
Tracking number is required.,Le numéro de suivi est nécessaire.
Shipped Items,Les articles expédiés
Qty Shipped,Quantité Expédié
No Item Shipped Yet,"Non article expédié Pourtant,"
Reviews,Avis
Posted on:,Posté sur:
by ,par
Sorry! No Reviews Found.,Pardon! Aucun commentaire trouvé.
Write your review,Donnez votre avis
Sellers List,vendeurs Liste
Search Seller,Recherche vendeur
Sorry! No Seller(s) Found.,Pardon! Non Vendeur (s) trouvé.
General Contact,contact général
Customer Support,Service client
Sales Representative,Commercial
Custom Email 1,Email mesure 1
Custom Email 2,Email personnalisée 2
"Unable to write low stock files. Permission Error on ""var"" Directory.",Impossible d'écrire des fichiers bas stock. Erreur d'autorisation sur répertoire « var ».
Unable to write file for Seller ,Impossible d'écrire le fichier pour le vendeur
Product ID,ID produit
Current Quantity,Quantité actuelle
Base Image,image de base
Small Image,Photo petit
Thumbnail,La vignette
Disallowed file type.,type de fichier Rejeté.
Type of the product you have selected for this import template file.,Type du produit que vous avez sélectionné pour ce fichier de modèle d'importation.
Attribute set you have selected for this product type in import template file.,vous avez sélectionné ensemble d'attributs pour ce type de produit dans le fichier de modèle d'importation.
single pipe(|) seperated multiple categories,tuyau unique (|) plusieurs catégories séparées
single pipe(|) seperated product sku,seul tuyau (|) séparé du produit Ref
single pipe(|) seperated attributes,seul tuyau (|) attributs séparés
pair of values seperated by single pipe(|),paire de valeurs séparées par simple barre verticale (|)
System will group your bundle item on the basis of this title. If two items has same title then they will be grouped in same bundle.,"Système regroupera votre élément de paquet sur la base de ce titre. Si deux articles a même titre, ils seront ensuite regroupés dans un même faisceau."
Daily,du quotidien
Weekly,Hebdomadaire
Monthly,Mensuel
Yearly,Annuel
Waiting for Approval,En attente d'approbation
Approved,Approuvé
Disapproved,Refusé
Add new products,Ajouter de nouveaux produits
Update existing products,Mettre à jour les produits existants
Add/update products,Ajouter / produits de mise à jour
Delete products,supprimer des produits
Bank Wire,Virement bancaire
Payment By Cheque,Paiement par chèque
Paypal,Pay Pal
Please provide the paypal email id.,S'il vous plaît fournir l'identifiant e-mail paypal.
Paypal Email ID,Paypal Email ID
Please provide additional information.,S'il vous plaît fournir des informations supplémentaires.
Additional Information,Information additionnelle
Please provide the name.,S'il vous plaît fournir le nom.
Pay to the order of (name),Payer à l'ordre de (nom)
Please provide the address.,S'il vous plaît fournir l'adresse.
Address,Adresse
Address where the cheque should be sent to.,Adresse où le chèque doit être envoyé.
Please provide account owner name,S'il vous plaît fournir le nom du propriétaire compte
Account Owner,Propriétaire du compte
Please provide bankwire details,S'il vous plaît fournir des détails Bankwire
Details,Détails
"Such as bank branch, IBAN number, BIC, etc.","Tels que la branche bancaire, numéro IBAN, BIC, etc."
Please provide bankwire address.,S'il vous plaît fournir l'adresse de virement bancaire.
Bank Address,Adresse de la banque
Requsted on: ,Requsted sur:
 by,par
Amount: ,Montant:
Payment Method: ,Mode de paiement:
PayPal,Pay Pal
PayPal ID: ,ID PayPal:
Additional Information: ,Information additionnelle:
Bankwire,Virement bancaire
Owner Name: ,Le nom du propriétaire:
Details: ,Détails:
Bank Address: ,Adresse de la banque:
Cheque,Vérifier
Address: ,Adresse:
No balance amount is left for this seller.,Aucun montant du solde est laissé pour ce vendeur.
No order found for this seller. Transaction cannot be initiated.,Aucun ordre trouvé pour ce vendeur. Transaction ne peut pas être lancée.
Paypal payout request failed.,Paypal demande de paiement a échoué.
Please enable paypal payout to make this transaction.,S'il vous plaît activer paiement Paypal pour effectuer cette transaction.
